Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""Pages/UserRegister/Verify Teks Verifikasi Email""), [:], STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-25 12:02:15,2022-10-25 12:02:47,32.309s,FAILED
Start listener action : afterTestCase,Chrome 106.0.0.0,,,2022-10-25 12:02:47,2022-10-25 12:02:48,0.859s,PASSED
,,,,,,,
Test Cases/StepDefinition/Feature Register/SIGNUP002 - Sign Up With Registered Email,Chrome 106.0.0.0,,,2022-10-25 12:02:48,2022-10-25 12:03:06,17.724s,PASSED
Start listener action : beforeTestCase,Chrome 106.0.0.0,,,2022-10-25 12:02:48,2022-10-25 12:02:53,4.261s,PASSED
"callTestCase(findTestCase(""Pages/UserRegister/Click Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-25 12:02:53,2022-10-25 12:02:55,1.863s,PASSED
"callTestCase(findTestCase(""Pages/UserRegister/Click Link Daftar Di Sini""), [:], STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-25 12:02:55,2022-10-25 12:02:56,0.674s,PASSED
"callTestCase(findTestCase(""Pages/UserRegister/Input Nama""), [""nama"":""Afi Sherma Ranita""], STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-25 12:02:56,2022-10-25 12:02:57,0.768s,PASSED
"callTestCase(findTestCase(""Pages/UserRegister/Input Email Address""), [""email"":""pltnmchllgn01@yopmail.com""], STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-25 12:02:57,2022-10-25 12:02:57,0.757s,PASSED
"callTestCase(findTestCase(""Pages/UserLogin/Input Password""), [""password"":""Password.123""], STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-25 12:02:57,2022-10-25 12:02:58,1.149s,PASSED
"callTestCase(findTestCase(""Pages/UserRegister/Click Daftar""), [:], STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-25 12:02:58,2022-10-25 12:02:59,0.602s,PASSED
"callTestCase(findTestCase(""Pages/UserRegister/Verify Teks Verifikasi Email""), [:], STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-25 12:02:59,2022-10-25 12:03:00,1.124s,PASSED
delay(5),Chrome 106.0.0.0,,,2022-10-25 12:03:00,2022-10-25 12:03:05,5.009s,PASSED
Start listener action : afterTestCase,Chrome 106.0.0.0,,,2022-10-25 12:03:05,2022-10-25 12:03:06,0.781s,PASSED
